planner,episodes,outage,snr_db,ber_model,goodput_bps_model,path_length_m,progress_m,min_target_distance_m,min_realized_ttc_s,collision_rate,mean_no_candidate_steps,max_no_candidate_steps
P0,100,0.20924422850107288,13.078400160812762,0.05795022500183233,942049774.9981678,30.884437243433123,30.860308507096182,3.465385981387914,0.917431791334192,0.0,0.0,0
P1,100,0.10193275732375408,15.791441674807858,0.0025019902427133,997498009.7572867,30.872004453735936,30.852884895309693,3.465385981387914,0.917431791334192,0.0,0.0,0
P2,100,0.08762144647295568,16.042210898537448,0.0023122949537616004,997687705.0462384,30.842552971682693,30.821942317566723,3.454549758246281,0.904122737403891,0.0,0.0,0
P3,100,0.0924515886299095,15.925864072818863,0.002345312720969042,997654687.2790309,30.858429824963533,30.83953301621088,3.454549758246281,0.904122737403891,0.0,0.0,0
P4,100,0.08336963357645383,16.316174272854173,0.001210678971307968,998789321.028692,30.802097243433124,30.780838299878805,3.465385981387933,0.917431791334192,0.0,0.0,0
