target,unit,model,mae,rmse,fit_s,predict_us_per_sample
delay_ms,ms,persistence,5.5762884844361285,20.914469550310027,1.0739999964926028e-06,0.3052948630712732
delay_ms,ms,spatial_knn,10.862218669435462,40.101733034397284,0.005430183999990845,11.620197822758891
delay_ms,ms,extra_trees,6.6591968542170985,23.133150788724684,2.237922275999992,11.471294267732778
delay_ms,ms,random_forest,7.150252642452086,27.293974980408716,8.746282012999998,11.173401598911619
sinr_db,dB,persistence,0.027725803708113624,0.5490098402840293,9.180000120068144e-07,0.3180970403128138
sinr_db,dB,spatial_knn,5.645355998498861,7.047564579350344,0.0054152730000112115,2.50089743153598
sinr_db,dB,extra_trees,0.3148236319287394,0.7855148232769595,0.71699023299999,5.8983530362297545
sinr_db,dB,random_forest,0.4399902260994282,1.0566040942718102,3.2756871090000033,5.9356429664907076
