mode,runs,mean_delay_ms,mean_violation_fraction,mean_changed_fraction,mean_unsupported_fraction,mean_mobility_deviation
P0,9,23.317655320472873,0.021787394830037082,0.0,0.1561619721236943,0.0
P1,9,23.317655320472873,0.021787394830037082,0.0,0.1561619721236943,0.0
P2,9,22.52573098288024,0.018996349584864212,0.025076173228990237,0.15634278760149917,0.012538086614495118
P3,9,22.59830345017927,0.01933863771090454,0.04610575764034333,0.13798165657661476,0.023052878820171666
