scenario,planner,seed,steps,duration_s,planning_safety_margin_m,mean_snr_db,min_snr_db,mean_outage_probability,mean_ber_model,mean_goodput_bps_model,path_length_m,progress_m,min_target_distance_m,min_realized_ttc_s,min_static_obstacle_clearance_m,static_clearance_violation_steps,static_clearance_violation_indicator,collision_indicator,collision_steps,first_collision_step,first_collision_time_s,no_candidate_steps,first_no_candidate_step,zero_candidate_after_static_steps,zero_candidate_after_dynamic_steps,candidate_evaluations,candidate_road_rejections,candidate_speed_rejections,candidate_static_rejections,candidate_dynamic_rejections,candidate_feasible,prediction_ade_m,prediction_fde_m,measured_optical_link
following_lateral_offset,P0,9000,40,4.0,0.0,12.768956767518443,-37.30267897516377,0.16898437627147148,0.04888973674408302,951110263.255917,38.28000000000002,38.28000000000002,2.2177466041006406,0.10804233862644724,inf,0,0,0,0,-1,inf,0,-1,0,0,6080,0,0,0,1063,5017,1.8225331140428995,4.157889384919348,False
following_lateral_offset,P1,9000,40,4.0,0.0,12.768956767518443,-37.30267897516377,0.16898437627147148,0.04888973674408302,951110263.255917,38.28000000000002,38.28000000000002,2.2177466041006406,0.10804233862644724,inf,0,0,0,0,-1,inf,0,-1,0,0,6080,0,0,0,1063,5017,1.8225331140428995,4.157889384919348,False
following_lateral_offset,P2,9000,40,4.0,0.0,12.768956767518443,-37.30267897516377,0.16898437627147148,0.04888973674408302,951110263.255917,38.28000000000002,38.28000000000002,2.2177466041006406,0.10804233862644724,inf,0,0,0,0,-1,inf,0,-1,0,0,6080,0,0,0,1063,5017,1.8225331140428995,4.157889384919348,False
following_lateral_offset,P3,9000,40,4.0,0.0,12.768956767518443,-37.30267897516377,0.16898437627147148,0.04888973674408302,951110263.255917,38.28000000000002,38.28000000000002,2.2177466041006406,0.10804233862644724,inf,0,0,0,0,-1,inf,0,-1,0,0,6080,0,0,0,1063,5017,1.8225331140428995,4.157889384919348,False
following_lateral_offset,P4,9000,40,4.0,0.0,12.768956767518443,-37.30267897516377,0.16898437627147148,0.04888973674408302,951110263.255917,38.28000000000002,38.28000000000002,2.2177466041006406,0.10804233862644724,inf,0,0,0,0,-1,inf,0,-1,0,0,6080,0,0,0,1063,5017,1.8225331140428995,4.157889384919348,False
following_lateral_offset,P0,9001,40,4.0,0.0,13.600574255301462,-19.113211465737173,0.1701488628900067,0.04608349377339373,953916506.2266064,37.870000000000026,37.870000000000026,2.548901724272611,0.35085715714570237,inf,0,0,0,0,-1,inf,0,-1,0,0,6080,0,0,0,847,5233,1.8669593561435256,4.219168712727196,False
following_lateral_offset,P1,9001,40,4.0,0.0,13.600574255301462,-19.113211465737173,0.1701488628900067,0.04608349377339373,953916506.2266064,37.870000000000026,37.870000000000026,2.548901724272611,0.35085715714570237,inf,0,0,0,0,-1,inf,0,-1,0,0,6080,0,0,0,847,5233,1.8669593561435256,4.219168712727196,False
following_lateral_offset,P2,9001,40,4.0,0.0,14.778903414232639,-5.596494568558526,0.15062611933232467,0.02264886235660655,977351137.6433935,37.840000000000025,37.83794938563759,2.5068393698485254,0.3458751211431221,inf,0,0,0,0,-1,inf,0,-1,0,0,6080,121,0,0,733,5226,1.8669593561435256,4.219168712727196,False
following_lateral_offset,P3,9001,40,4.0,0.0,13.821617301469328,-17.896001052615073,0.1595991113982959,0.043254353366827945,956745646.6331723,37.87000000000001,37.86954776258764,2.536044201571721,0.3411608281276875,inf,0,0,0,0,-1,inf,0,-1,0,0,6080,27,0,0,824,5229,1.8669593561435256,4.219168712727196,False
following_lateral_offset,P4,9001,40,4.0,0.0,14.450945179747858,-13.111008428163455,0.1507609496035072,0.02850835609708251,971491643.9029175,37.84000000000002,37.83830560548721,2.5210762644012767,0.38562597151622335,inf,0,0,0,0,-1,inf,0,-1,0,0,6080,101,0,0,746,5233,1.8669593561435256,4.219168712727196,False
following_lateral_offset,P0,9002,40,4.0,0.0,12.917088257425501,-32.55111137828368,0.17042534402201553,0.04957624452939409,950423755.4706059,38.190000000000026,38.190000000000026,2.288252608432886,0.13632654081835857,inf,0,0,0,0,-1,inf,0,-1,0,0,6080,0,0,0,927,5153,1.8277397465175511,4.094309413166095,False
following_lateral_offset,P1,9002,40,4.0,0.0,12.917088257425501,-32.55111137828368,0.17042534402201553,0.04957624452939409,950423755.4706059,38.190000000000026,38.190000000000026,2.288252608432886,0.13632654081835857,inf,0,0,0,0,-1,inf,0,-1,0,0,6080,0,0,0,927,5153,1.8277397465175511,4.094309413166095,False
following_lateral_offset,P2,9002,40,4.0,0.0,13.5149189472562,-21.079402321489503,0.17041137858461475,0.047502334346421565,952497665.6535785,38.16000000000002,38.15908561978046,2.279275046775167,0.14191764416519384,inf,0,0,0,0,-1,inf,0,-1,0,0,6080,46,0,0,886,5148,1.8277397465175511,4.094309413166095,False
following_lateral_offset,P3,9002,40,4.0,0.0,12.917088257425501,-32.55111137828368,0.17042534402201553,0.04957624452939409,950423755.4706059,38.190000000000026,38.190000000000026,2.288252608432886,0.13632654081835857,inf,0,0,0,0,-1,inf,0,-1,0,0,6080,0,0,0,927,5153,1.8277397465175511,4.094309413166095,False
following_lateral_offset,P4,9002,40,4.0,0.0,12.917088257425501,-32.55111137828368,0.17042534402201553,0.04957624452939409,950423755.4706059,38.190000000000026,38.190000000000026,2.288252608432886,0.13632654081835857,inf,0,0,0,0,-1,inf,0,-1,0,0,6080,0,0,0,927,5153,1.8277397465175511,4.094309413166095,False
following_lateral_offset,P0,9003,40,4.0,0.0,13.244269290043622,-28.449781666590376,0.17015265334077684,0.046908922970975056,953091077.0290248,38.10400000000003,38.10400000000003,2.3568657153091888,0.18413949381551287,inf,0,0,0,0,-1,inf,1,40,0,1,6080,0,0,0,867,5213,1.9068996853727835,4.167308936891915,False
following_lateral_offset,P1,9003,40,4.0,0.0,13.244269290043622,-28.449781666590376,0.17015265334077684,0.046908922970975056,953091077.0290248,38.10400000000003,38.10400000000003,2.3568657153091888,0.18413949381551287,inf,0,0,0,0,-1,inf,1,40,0,1,6080,0,0,0,867,5213,1.9068996853727835,4.167308936891915,False
following_lateral_offset,P2,9003,40,4.0,0.0,15.244262907336827,-3.547100011679561,0.1326327203065208,0.009509995498784845,990490004.5012153,37.930000000000014,37.92380761033739,2.3886715288666385,0.23639727869772648,inf,0,0,0,0,-1,inf,0,-1,0,0,6080,221,0,0,733,5126,1.9068996853727835,4.167308936891915,False
following_lateral_offset,P3,9003,40,4.0,0.0,13.244269290043622,-28.449781666590376,0.17015265334077684,0.046908922970975056,953091077.0290248,38.10400000000003,38.10400000000003,2.3568657153091888,0.18413949381551287,inf,0,0,0,0,-1,inf,1,40,0,1,6080,0,0,0,867,5213,1.9068996853727835,4.167308936891915,False
following_lateral_offset,P4,9003,40,4.0,0.0,14.645010343561893,-9.824134521337278,0.1506998897482542,0.025372077312792334,974627922.6872078,37.99000000000002,37.98787614941036,2.3762475307002613,0.19274044783893082,inf,0,0,0,0,-1,inf,1,40,0,1,6080,128,0,0,826,5126,1.9068996853727835,4.167308936891915,False
following_lateral_offset,P0,9004,40,4.0,0.0,13.814593377729476,-18.421956094123146,0.16847440630300742,0.04144457415659463,958555425.8434055,37.85000000000002,37.85000000000002,2.5656383221334806,0.2886857257165631,inf,0,0,0,0,-1,inf,0,-1,0,0,6080,0,0,0,917,5163,1.8217073995019,4.047051677859335,False
following_lateral_offset,P1,9004,40,4.0,0.0,13.814593377729476,-18.421956094123146,0.16847440630300742,0.04144457415659463,958555425.8434055,37.85000000000002,37.85000000000002,2.5656383221334806,0.2886857257165631,inf,0,0,0,0,-1,inf,0,-1,0,0,6080,0,0,0,917,5163,1.8217073995019,4.047051677859335,False
following_lateral_offset,P2,9004,40,4.0,0.0,14.032758099743123,-17.294301174539232,0.15820772370974256,0.038838799741761375,961161200.2582386,37.85000000000001,37.849546894942456,2.5535578694445173,0.28124033401658977,inf,0,0,0,0,-1,inf,0,-1,0,0,6080,27,0,0,895,5158,1.8217073995019,4.047051677859335,False
following_lateral_offset,P3,9004,40,4.0,0.0,14.032758099743123,-17.294301174539232,0.15820772370974256,0.038838799741761375,961161200.2582386,37.85000000000001,37.849546894942456,2.5535578694445173,0.28124033401658977,inf,0,0,0,0,-1,inf,0,-1,0,0,6080,27,0,0,895,5158,1.8217073995019,4.047051677859335,False
following_lateral_offset,P4,9004,40,4.0,0.0,15.30178487713402,-1.2201557090595472,0.1264560277945619,0.010380273235374974,989619726.7646252,37.72000000000003,37.71753926276511,2.5987491158167053,0.36147409650687456,inf,0,0,0,0,-1,inf,0,-1,0,0,6080,148,0,0,781,5151,1.8217073995019,4.047051677859335,False
following_lateral_offset,P0,9005,40,4.0,0.0,13.26520917159159,-27.287148745612207,0.16981322689784992,0.04669964897091412,953300351.0290859,38.07800000000002,38.07800000000002,2.377831785471784,0.23070762350066018,inf,0,0,0,0,-1,inf,0,-1,0,0,6080,0,0,0,990,5090,1.7680371504148742,4.082494654630341,False
following_lateral_offset,P1,9005,40,4.0,0.0,13.26520917159159,-27.287148745612207,0.16981322689784992,0.04669964897091412,953300351.0290859,38.07800000000002,38.07800000000002,2.377831785471784,0.23070762350066018,inf,0,0,0,0,-1,inf,0,-1,0,0,6080,0,0,0,990,5090,1.7680371504148742,4.082494654630341,False
following_lateral_offset,P2,9005,40,4.0,0.0,13.26520917159159,-27.287148745612207,0.16981322689784992,0.04669964897091412,953300351.0290859,38.07800000000002,38.07800000000002,2.377831785471784,0.23070762350066018,inf,0,0,0,0,-1,inf,0,-1,0,0,6080,0,0,0,990,5090,1.7680371504148742,4.082494654630341,False
following_lateral_offset,P3,9005,40,4.0,0.0,13.26520917159159,-27.287148745612207,0.16981322689784992,0.04669964897091412,953300351.0290859,38.07800000000002,38.07800000000002,2.377831785471784,0.23070762350066018,inf,0,0,0,0,-1,inf,0,-1,0,0,6080,0,0,0,990,5090,1.7680371504148742,4.082494654630341,False
following_lateral_offset,P4,9005,40,4.0,0.0,14.485510927791301,-13.842662882651261,0.14878312516621528,0.027244359580531376,972755640.4194686,37.880000000000024,37.878273080943785,2.4853857071780494,0.30282570230597755,inf,0,0,0,0,-1,inf,0,-1,0,0,6080,97,0,0,905,5078,1.7680371504148742,4.082494654630341,False
following_lateral_offset,P0,9006,40,4.0,0.0,12.212763526699975,-43.85244165361612,0.17044192224242513,0.050802666871137755,949197333.1288624,38.20000000000002,38.19908561978046,2.3159129700955696,0.25214975534744644,inf,0,0,0,0,-1,inf,0,-1,0,0,6080,46,0,0,716,5318,1.9421800103479252,4.437562231660171,False
following_lateral_offset,P1,9006,40,4.0,0.0,12.212763526699975,-43.85244165361612,0.17044192224242513,0.050802666871137755,949197333.1288624,38.20000000000002,38.19908561978046,2.3159129700955696,0.25214975534744644,inf,0,0,0,0,-1,inf,0,-1,0,0,6080,46,0,0,716,5318,1.9421800103479252,4.437562231660171,False
following_lateral_offset,P2,9006,40,4.0,0.0,12.860679003742254,-38.64228528686254,0.17018513679826047,0.046296123987892415,953703876.0121075,38.20000000000002,38.199549230200255,2.2645920060883458,0.2037093934759339,inf,0,0,0,0,-1,inf,0,-1,0,0,6080,27,0,0,785,5268,1.9421800103479252,4.437562231660171,False
following_lateral_offset,P3,9006,40,4.0,0.0,12.212763526699975,-43.85244165361612,0.17044192224242513,0.050802666871137755,949197333.1288624,38.20000000000002,38.19908561978046,2.3159129700955696,0.25214975534744644,inf,0,0,0,0,-1,inf,0,-1,0,0,6080,46,0,0,716,5318,1.9421800103479252,4.437562231660171,False
following_lateral_offset,P4,9006,40,4.0,0.0,12.212763526699975,-43.85244165361612,0.17044192224242513,0.050802666871137755,949197333.1288624,38.20000000000002,38.19908561978046,2.3159129700955696,0.25214975534744644,inf,0,0,0,0,-1,inf,0,-1,0,0,6080,46,0,0,716,5318,1.9421800103479252,4.437562231660171,False
