scenario,planner,seed,steps,duration_s,planning_safety_margin_m,mean_snr_db,min_snr_db,mean_outage_probability,mean_ber_model,mean_goodput_bps_model,path_length_m,progress_m,min_target_distance_m,min_realized_ttc_s,min_static_obstacle_clearance_m,static_clearance_violation_steps,static_clearance_violation_indicator,collision_indicator,collision_steps,first_collision_step,first_collision_time_s,no_candidate_steps,first_no_candidate_step,margin_relaxation_steps,margin_relaxation_indicator,first_margin_relaxation_step,zero_candidate_after_static_steps,zero_candidate_after_dynamic_steps,candidate_evaluations,candidate_road_rejections,candidate_speed_rejections,candidate_static_rejections,candidate_dynamic_rejections,candidate_feasible,prediction_ade_m,prediction_fde_m,measured_optical_link
following_lateral_offset,P0,18000,40,4.0,2.5,17.48951390166834,15.280439477213033,0.010085571980034643,3.479340140484929e-17,1000000000.0,34.643333333333345,34.643333333333345,5.536594420560138,2.5369086791597146,inf,0,0,0,0,-1,inf,0,-1,1,1,1,0,0,6080,0,0,0,2754,3326,1.7187924260751664,3.937371055251462,False
following_lateral_offset,P1,18000,40,4.0,2.5,17.899915853058655,16.137508032910766,0.007936349833720798,2.4332762069073028e-20,1000000000.0,34.63666666666666,34.634510973101065,5.518010416428975,2.5121198294958527,inf,0,0,0,0,-1,inf,0,-1,1,1,1,0,0,6080,95,0,0,2673,3312,1.7187924260751664,3.937371055251462,False
following_lateral_offset,P2,18000,40,4.0,2.5,17.48951390166834,15.280439477213033,0.010085571980034643,3.479340140484929e-17,1000000000.0,34.643333333333345,34.643333333333345,5.536594420560138,2.5369086791597146,inf,0,0,0,0,-1,inf,0,-1,1,1,1,0,0,6080,0,0,0,2754,3326,1.7187924260751664,3.937371055251462,False
following_lateral_offset,P3,18000,40,4.0,2.5,17.48951390166834,15.280439477213033,0.010085571980034643,3.479340140484929e-17,1000000000.0,34.643333333333345,34.643333333333345,5.536594420560138,2.5369086791597146,inf,0,0,0,0,-1,inf,0,-1,1,1,1,0,0,6080,0,0,0,2754,3326,1.7187924260751664,3.937371055251462,False
following_lateral_offset,P4,18000,40,4.0,2.5,17.897981436043025,16.137508032910766,0.007958000756766843,2.5442924791197556e-20,1000000000.0,34.643333333333345,34.6411690499284,5.511545079181895,2.5369086791597146,inf,0,0,0,0,-1,inf,0,-1,1,1,1,0,0,6080,95,0,0,2675,3310,1.7187924260751664,3.937371055251462,False
following_lateral_offset,P0,18001,40,4.0,2.5,17.458955592650312,15.509573950668821,0.009758269942226167,5.051939389189497e-18,1000000000.0,34.52333333333333,34.52333333333333,5.652776112475867,2.5745552722404255,inf,0,0,0,0,-1,inf,0,-1,1,1,1,0,0,6080,0,0,0,2755,3325,1.7950080648050257,3.9719190337957833,False
following_lateral_offset,P1,18001,40,4.0,2.5,17.451941515407633,15.497419058536194,0.009798292860081935,5.60398873501587e-18,1000000000.0,34.530000000000015,34.530000000000015,5.646317383923776,2.614450565937355,inf,0,0,0,0,-1,inf,0,-1,1,1,1,0,0,6080,0,0,0,2757,3323,1.7950080648050257,3.9719190337957833,False
following_lateral_offset,P2,18001,40,4.0,2.5,17.461524831467013,15.545646837605435,0.009733781707823505,3.790294403352804e-18,1000000000.0,34.503333333333345,34.503333333333345,5.672155185151788,2.629835181321971,inf,0,0,0,0,-1,inf,0,-1,1,1,1,0,0,6080,0,0,0,2749,3331,1.7950080648050257,3.9719190337957833,False
following_lateral_offset,P3,18001,40,4.0,2.5,17.458955592650312,15.509573950668821,0.009758269942226167,5.051939389189497e-18,1000000000.0,34.52333333333333,34.52333333333333,5.652776112475867,2.5745552722404255,inf,0,0,0,0,-1,inf,0,-1,1,1,1,0,0,6080,0,0,0,2755,3325,1.7950080648050257,3.9719190337957833,False
following_lateral_offset,P4,18001,40,4.0,2.5,17.458955592650312,15.509573950668821,0.009758269942226167,5.051939389189497e-18,1000000000.0,34.52333333333333,34.52333333333333,5.652776112475867,2.5745552722404255,inf,0,0,0,0,-1,inf,0,-1,1,1,1,0,0,6080,0,0,0,2755,3325,1.7950080648050257,3.9719190337957833,False
following_lateral_offset,P0,18002,40,4.0,2.5,17.465739806614113,15.079059242007819,0.010380272675030324,1.5399255648582725e-16,999999999.9999998,34.74000000000001,34.74000000000001,5.4431241029394055,2.6367495803751413,inf,0,0,0,0,-1,inf,0,-1,1,1,1,0,0,6080,0,0,0,2884,3196,1.5633013085080756,3.657517112430628,False
following_lateral_offset,P1,18002,40,4.0,2.5,17.479724739856746,15.171268695874977,0.010242511993317096,7.722469010828699e-17,1000000000.0,34.69666666666668,34.69666666666668,5.485010888270351,2.6747599912136857,inf,0,0,0,0,-1,inf,0,-1,1,1,1,0,0,6080,0,0,0,2869,3211,1.5633013085080756,3.657517112430628,False
following_lateral_offset,P2,18002,40,4.0,2.5,17.466345948237755,15.09345473789336,0.01037234789675117,1.3933213263342135e-16,999999999.9999998,34.733333333333334,34.733333333333334,5.449566751382881,2.6367495803751413,inf,0,0,0,0,-1,inf,0,-1,1,1,1,0,0,6080,0,0,0,2882,3198,1.5633013085080756,3.657517112430628,False
following_lateral_offset,P3,18002,40,4.0,2.5,17.465739806614113,15.079059242007819,0.010380272675030324,1.5399255648582725e-16,999999999.9999998,34.74000000000001,34.74000000000001,5.4431241029394055,2.6367495803751413,inf,0,0,0,0,-1,inf,0,-1,1,1,1,0,0,6080,0,0,0,2884,3196,1.5633013085080756,3.657517112430628,False
following_lateral_offset,P4,18002,40,4.0,2.5,17.479724739856746,15.171268695874977,0.010242511993317096,7.722469010828699e-17,1000000000.0,34.69666666666668,34.69666666666668,5.485010888270351,2.6747599912136857,inf,0,0,0,0,-1,inf,0,-1,1,1,1,0,0,6080,0,0,0,2869,3211,1.5633013085080756,3.657517112430628,False
following_lateral_offset,P0,18003,40,4.0,2.5,17.473483463531316,15.539675266094974,0.009827583468519478,4.2281254652224974e-18,1000000000.0,34.50666666666667,34.50666666666667,5.6689250401739395,2.6326294120107616,inf,0,0,0,0,-1,inf,0,-1,1,1,1,0,0,6080,0,0,0,2679,3401,1.6394513936587685,3.82054074762055,False
following_lateral_offset,P1,18003,40,4.0,2.5,18.44302874117185,16.137508032910766,0.006412453916191085,2.0773650516096137e-20,1000000000.0,34.400000000000006,34.39501468459798,5.717264751449146,2.639875788822358,inf,0,0,0,0,-1,inf,0,-1,1,1,1,0,0,6080,249,0,0,2445,3386,1.6394513936587685,3.82054074762055,False
