planner,episodes,outage,snr_db,ber_model,goodput_bps_model,path_length_m,progress_m,min_target_distance_m,min_realized_ttc_s,collision_rate,mean_no_candidate_steps,max_no_candidate_steps
P0,100,0.2196280222247734,12.890025793152322,0.0635380474387748,936461952.5612252,31.849590576766456,31.82596183406716,2.153252423660523,0.07313884306035368,0.0,0.15,2
P1,100,0.11573689116141604,15.530126892079906,0.009254452943390412,990745547.0566096,31.863764453735936,31.84501996507099,2.1303229077161983,0.07313884306035368,0.0,0.11,2
P2,100,0.1043884620071474,15.777510217185805,0.005828026707436107,994171973.2925639,31.817102971682694,31.79697168613759,2.153252423660523,0.07313884306035368,0.0,0.07,2
P3,100,0.10766818956669764,15.689562942982047,0.0070832466891866406,992916753.3108133,31.829749824963532,31.81133975448101,2.153252423660523,0.07313884306035368,0.0,0.12,2
P4,100,0.10552469907351834,15.737473437385235,0.006662399714201641,993337600.2857983,31.817733910099786,31.797921353086178,2.153252423660523,0.07313884306035368,0.0,0.1,2
