scenario,planner,seed,steps,duration_s,planning_safety_margin_m,mean_snr_db,min_snr_db,mean_outage_probability,mean_ber_model,mean_goodput_bps_model,path_length_m,progress_m,min_target_distance_m,min_realized_ttc_s,min_static_obstacle_clearance_m,static_clearance_violation_steps,static_clearance_violation_indicator,collision_indicator,collision_steps,first_collision_step,first_collision_time_s,no_candidate_steps,first_no_candidate_step,margin_relaxation_steps,margin_relaxation_indicator,first_margin_relaxation_step,zero_candidate_after_static_steps,zero_candidate_after_dynamic_steps,candidate_evaluations,candidate_road_rejections,candidate_speed_rejections,candidate_static_rejections,candidate_dynamic_rejections,candidate_feasible,prediction_ade_m,prediction_fde_m,measured_optical_link
following_lateral_offset,P0,18000,40,4.0,0.0,11.182639932808891,-54.148177309695406,0.17107261518639305,0.05801319935755994,941986800.6424401,38.085000000000015,38.079322645760776,2.494962887619078,0.4541854881552365,inf,0,0,0,0,-1,inf,0,-1,0,0,-1,0,0,6080,195,0,0,2308,3577,1.7187924260751657,3.9373710552514583,False
following_lateral_offset,P1,18000,40,4.0,0.0,11.182639932808891,-54.148177309695406,0.17107261518639305,0.05801319935755994,941986800.6424401,38.085000000000015,38.079322645760776,2.494962887619078,0.4541854881552365,inf,0,0,0,0,-1,inf,0,-1,0,0,-1,0,0,6080,195,0,0,2308,3577,1.7187924260751657,3.9373710552514583,False
following_lateral_offset,P2,18000,40,4.0,0.0,11.182639932808891,-54.148177309695406,0.17107261518639305,0.05801319935755994,941986800.6424401,38.085000000000015,38.079322645760776,2.494962887619078,0.4541854881552365,inf,0,0,0,0,-1,inf,0,-1,0,0,-1,0,0,6080,195,0,0,2308,3577,1.7187924260751657,3.9373710552514583,False
following_lateral_offset,P3,18000,40,4.0,0.0,11.180130648555384,-54.248548679835665,0.17107261518639308,0.05801320045633115,941986799.5436687,38.08666666666668,38.0809859153046,2.4937506127162585,0.44789595072076066,inf,0,0,0,0,-1,inf,0,-1,0,0,-1,0,0,6080,195,0,0,2308,3577,1.7187924260751657,3.9373710552514583,False
following_lateral_offset,P4,18000,40,4.0,0.0,11.182639932808891,-54.148177309695406,0.17107261518639305,0.05801319935755994,941986800.6424401,38.085000000000015,38.079322645760776,2.494962887619078,0.4541854881552365,inf,0,0,0,0,-1,inf,0,-1,0,0,-1,0,0,6080,195,0,0,2308,3577,1.7187924260751657,3.9373710552514583,False
following_lateral_offset,P0,18001,40,4.0,0.0,13.054719654301795,-40.50755432757671,0.1493649999099973,0.04119596635189739,958804033.6481025,37.96000000000001,37.95773463734424,2.5249993361292398,0.4275578564948689,inf,0,0,0,0,-1,inf,0,-1,0,0,-1,0,0,6080,83,0,0,2559,3438,1.7950080648050268,3.971919033795784,False
following_lateral_offset,P1,18001,40,4.0,0.0,13.054719654301795,-40.50755432757671,0.1493649999099973,0.04119596635189739,958804033.6481025,37.96000000000001,37.95773463734424,2.5249993361292398,0.4275578564948689,inf,0,0,0,0,-1,inf,0,-1,0,0,-1,0,0,6080,83,0,0,2559,3438,1.7950080648050268,3.971919033795784,False
following_lateral_offset,P2,18001,40,4.0,0.0,13.054719654301795,-40.50755432757671,0.1493649999099973,0.04119596635189739,958804033.6481025,37.96000000000001,37.95773463734424,2.5249993361292398,0.4275578564948689,inf,0,0,0,0,-1,inf,0,-1,0,0,-1,0,0,6080,83,0,0,2559,3438,1.7950080648050268,3.971919033795784,False
following_lateral_offset,P3,18001,40,4.0,0.0,13.054719654301795,-40.50755432757671,0.1493649999099973,0.04119596635189739,958804033.6481025,37.96000000000001,37.95773463734424,2.5249993361292398,0.4275578564948689,inf,0,0,0,0,-1,inf,0,-1,0,0,-1,0,0,6080,83,0,0,2559,3438,1.7950080648050268,3.971919033795784,False
following_lateral_offset,P4,18001,40,4.0,0.0,13.054719654301795,-40.50755432757671,0.1493649999099973,0.04119596635189739,958804033.6481025,37.96000000000001,37.95773463734424,2.5249993361292398,0.4275578564948689,inf,0,0,0,0,-1,inf,0,-1,0,0,-1,0,0,6080,83,0,0,2559,3438,1.7950080648050268,3.971919033795784,False
