scenario,planner,seed,steps,duration_s,planning_safety_margin_m,mean_snr_db,min_snr_db,mean_outage_probability,mean_ber_model,mean_goodput_bps_model,path_length_m,progress_m,min_target_distance_m,min_realized_ttc_s,min_static_obstacle_clearance_m,static_clearance_violation_steps,static_clearance_violation_indicator,collision_indicator,collision_steps,first_collision_step,first_collision_time_s,no_candidate_steps,first_no_candidate_step,zero_candidate_after_static_steps,zero_candidate_after_dynamic_steps,candidate_evaluations,candidate_road_rejections,candidate_speed_rejections,candidate_static_rejections,candidate_dynamic_rejections,candidate_feasible,prediction_ade_m,prediction_fde_m,measured_optical_link
following_lateral_offset,P0,9000,40,4.0,1.0,14.815266480664956,-6.410603874627945,0.144808719622535,0.02384317306976288,976156826.9302372,37.41000000000002,37.41000000000002,2.944163718273817,0.7340476309547561,inf,0,0,0,0,-1,inf,0,-1,0,0,6080,0,0,0,1435,4645,1.8225331140428995,4.157889384919348,False
following_lateral_offset,P1,9000,40,4.0,1.0,14.815266480664956,-6.410603874627945,0.144808719622535,0.02384317306976288,976156826.9302372,37.41000000000002,37.41000000000002,2.944163718273817,0.7340476309547561,inf,0,0,0,0,-1,inf,0,-1,0,0,6080,0,0,0,1435,4645,1.8225331140428995,4.157889384919348,False
following_lateral_offset,P2,9000,40,4.0,1.0,16.376147120652547,8.826886380083106,0.048427316404813014,1.0385284262492332e-05,999989614.7157376,37.32,37.31254737110614,2.9393031920646817,0.7223289470470244,inf,0,0,0,0,-1,inf,0,-1,0,0,6080,197,0,0,1233,4650,1.8225331140428995,4.157889384919348,False
following_lateral_offset,P3,9000,40,4.0,1.0,16.019062564335087,5.858072567570012,0.0803799217924944,0.00038859514138422045,999611404.8586159,37.32000000000001,37.31654618612557,2.9595869825176178,0.6926811915309968,inf,0,0,0,0,-1,inf,0,-1,0,0,6080,144,0,0,1280,4656,1.8225331140428995,4.157889384919348,False
following_lateral_offset,P4,9000,40,4.0,1.0,15.68812921447597,4.464228826671125,0.10533302027496334,0.0012665325497493733,998733467.4502506,37.32000000000003,37.31820494209949,2.977444468187023,0.7343315778831396,inf,0,0,0,0,-1,inf,0,-1,0,0,6080,92,0,0,1320,4668,1.8225331140428995,4.157889384919348,False
following_lateral_offset,P0,9001,40,4.0,1.0,14.588062685483033,-5.1562286330648455,0.16320490372628452,0.026771103236293864,973228896.7637062,37.35000000000002,37.35000000000002,2.9970819141291214,0.828660723216065,inf,0,0,0,0,-1,inf,0,-1,0,0,6080,0,0,0,1298,4782,1.8669593561435256,4.219168712727196,False
following_lateral_offset,P1,9001,40,4.0,1.0,14.588062685483033,-5.1562286330648455,0.16320490372628452,0.026771103236293864,973228896.7637062,37.35000000000002,37.35000000000002,2.9970819141291214,0.828660723216065,inf,0,0,0,0,-1,inf,0,-1,0,0,6080,0,0,0,1298,4782,1.8669593561435256,4.219168712727196,False
following_lateral_offset,P2,9001,40,4.0,1.0,15.176014870246252,-2.710861296769231,0.13170561741691714,0.017118880416691133,982881119.5833089,37.350000000000016,37.34868124732909,2.9665946333640547,0.7627117864899939,inf,0,0,0,0,-1,inf,0,-1,0,0,6080,83,0,0,1234,4763,1.8669593561435256,4.219168712727196,False
following_lateral_offset,P3,9001,40,4.0,1.0,14.985851189834005,-3.536158562327252,0.14399026394841685,0.020280211071477174,979719788.9285228,37.35000000000001,37.34910570976971,2.9769597890040957,0.7627117864899939,inf,0,0,0,0,-1,inf,0,-1,0,0,6080,56,0,0,1261,4763,1.8669593561435256,4.219168712727196,False
following_lateral_offset,P4,9001,40,4.0,1.0,15.990393086040536,6.429945568541012,0.07905698539064436,0.0002588476449677364,999741152.3550323,37.35000000000002,37.34725120027134,2.921553576342935,0.7627117864899939,inf,0,0,0,0,-1,inf,0,-1,0,0,6080,166,0,0,1158,4756,1.8669593561435256,4.219168712727196,False
following_lateral_offset,P0,9002,40,4.0,1.0,14.667179177787812,-7.290014518384794,0.15463824970578816,0.02517516279397929,974824837.2060207,37.45000000000002,37.45000000000002,2.9090376415577563,0.69037595489022,inf,0,0,0,0,-1,inf,0,-1,0,0,6080,0,0,0,1508,4572,1.8277397465175511,4.094309413166095,False
following_lateral_offset,P1,9002,40,4.0,1.0,14.667179177787812,-7.290014518384794,0.15463824970578816,0.02517516279397929,974824837.2060207,37.45000000000002,37.45000000000002,2.9090376415577563,0.69037595489022,inf,0,0,0,0,-1,inf,0,-1,0,0,6080,0,0,0,1508,4572,1.8277397465175511,4.094309413166095,False
following_lateral_offset,P2,9002,40,4.0,1.0,15.186572123364936,-3.3879890207151817,0.12970144712171,0.015660142238598233,984339857.7614019,37.36000000000003,37.35902306478777,2.9657931190965705,0.7346676291833729,inf,0,0,0,0,-1,inf,0,-1,0,0,6080,47,0,0,1445,4588,1.8277397465175511,4.094309413166095,False
following_lateral_offset,P3,9002,40,4.0,1.0,15.186572123364936,-3.3879890207151817,0.12970144712171,0.015660142238598233,984339857.7614019,37.36000000000003,37.35902306478777,2.9657931190965705,0.7346676291833729,inf,0,0,0,0,-1,inf,0,-1,0,0,6080,47,0,0,1445,4588,1.8277397465175511,4.094309413166095,False
following_lateral_offset,P4,9002,40,4.0,1.0,15.889382989102355,1.370476694887408,0.07949200517155386,0.0032169525430518022,996783047.456948,37.34500000000002,37.34221972950984,2.9315071024087413,0.6930574654901087,inf,0,0,0,0,-1,inf,0,-1,0,0,6080,143,0,0,1353,4584,1.8277397465175511,4.094309413166095,False
following_lateral_offset,P0,9003,40,4.0,1.0,14.82012810435931,-3.5963838200344114,0.15558460990084166,0.020108320457034166,979891679.5429659,37.27000000000002,37.27000000000002,3.068044980113542,0.8932275238116343,inf,0,0,0,0,-1,inf,0,-1,0,0,6080,0,0,0,1250,4830,1.9068996853727835,4.167308936891915,False
following_lateral_offset,P1,9003,40,4.0,1.0,14.82012810435931,-3.5963838200344114,0.15558460990084166,0.020108320457034166,979891679.5429659,37.27000000000002,37.27000000000002,3.068044980113542,0.8932275238116343,inf,0,0,0,0,-1,inf,0,-1,0,0,6080,0,0,0,1250,4830,1.9068996853727835,4.167308936891915,False
following_lateral_offset,P2,9003,40,4.0,1.0,16.58410246324963,7.26907905899558,0.041148201968100616,6.183580572690141e-05,999938164.194273,37.18000000000002,37.17165602501636,3.057756879210547,0.8151880659668626,inf,0,0,0,0,-1,inf,0,-1,0,0,6080,210,0,0,1048,4822,1.9068996853727835,4.167308936891915,False
following_lateral_offset,P3,9003,40,4.0,1.0,15.79077430765624,5.06535899468696,0.09450823111362203,0.0006589266568052988,999341073.3431946,37.18000000000002,37.175266176056724,3.094655465771945,0.8932275238116343,inf,0,0,0,0,-1,inf,0,-1,0,0,6080,116,0,0,1137,4827,1.9068996853727835,4.167308936891915,False
following_lateral_offset,P4,9003,40,4.0,1.0,16.108572834824933,3.466723532322895,0.06612133857997346,0.0013614978064853103,998638502.1935146,37.21000000000001,37.20706016127084,3.047654073135463,0.8151880659668626,inf,0,0,0,0,-1,inf,0,-1,0,0,6080,166,0,0,1086,4828,1.9068996853727835,4.167308936891915,False
following_lateral_offset,P0,9004,40,4.0,1.0,14.976156424990041,-1.9823839357631208,0.15148444382233034,0.014974092936640013,985025907.06336,37.180000000000014,37.180000000000014,3.1483964172257473,0.9365873095253926,inf,0,0,0,0,-1,inf,0,-1,0,0,6080,0,0,0,1290,4790,1.8217073995019,4.047051677859335,False
following_lateral_offset,P1,9004,40,4.0,1.0,14.976156424990041,-1.9823839357631208,0.15148444382233034,0.014974092936640013,985025907.06336,37.180000000000014,37.180000000000014,3.1483964172257473,0.9365873095253926,inf,0,0,0,0,-1,inf,0,-1,0,0,6080,0,0,0,1290,4790,1.8217073995019,4.047051677859335,False
following_lateral_offset,P2,9004,40,4.0,1.0,15.53493575197056,0.08457431327121512,0.12202922783679981,0.008193941091246864,991806058.9087532,37.180000000000014,37.17867337505262,3.1209736060028885,0.8769296775444927,inf,0,0,0,0,-1,inf,0,-1,0,0,6080,85,0,0,1213,4782,1.8217073995019,4.047051677859335,False
following_lateral_offset,P3,9004,40,4.0,1.0,15.353409329210745,-0.6086868473672702,0.13282387794265055,0.010248388711595618,989751611.2884045,37.180000000000014,37.17910252181989,3.1302710975426504,0.8769296775444927,inf,0,0,0,0,-1,inf,0,-1,0,0,6080,57,0,0,1241,4782,1.8217073995019,4.047051677859335,False
following_lateral_offset,P4,9004,40,4.0,1.0,16.316060491586803,8.97596229033466,0.04674961908637134,6.165558957717786e-06,999993834.4410423,37.18000000000001,37.17707610976305,3.075543628631786,0.8873670620211654,inf,0,0,0,0,-1,inf,0,-1,0,0,6080,164,0,0,1141,4775,1.8217073995019,4.047051677859335,False
following_lateral_offset,P0,9005,40,4.0,1.0,14.645513848984724,-8.919349833000197,0.15184629127717014,0.025013765457949644,974986234.5420506,37.17000000000002,37.1694248413814,3.17055173674172,0.9391208901120852,inf,0,0,0,0,-1,inf,0,-1,0,0,6080,24,0,0,1362,4694,1.7680371504148742,4.082494654630341,False
following_lateral_offset,P1,9005,40,4.0,1.0,14.645513848984724,-8.919349833000197,0.15184629127717014,0.025013765457949644,974986234.5420506,37.17000000000002,37.1694248413814,3.17055173674172,0.9391208901120852,inf,0,0,0,0,-1,inf,0,-1,0,0,6080,24,0,0,1362,4694,1.7680371504148742,4.082494654630341,False
following_lateral_offset,P2,9005,40,4.0,1.0,15.877852747824559,6.780254848768809,0.0882994158527482,0.00016857857840721154,999831421.4215927,37.09000000000001,37.088050492068895,3.186994339178043,0.9249829881932566,inf,0,0,0,0,-1,inf,0,-1,0,0,6080,94,0,0,1298,4688,1.7680371504148742,4.082494654630341,False
following_lateral_offset,P3,9005,40,4.0,1.0,15.497248729126383,1.0872139991066199,0.11338947714082939,0.005628777739789646,994371222.2602104,37.15000000000002,37.14848734887656,3.1425583221384943,0.9391208901120852,inf,0,0,0,0,-1,inf,0,-1,0,0,6080,72,0,0,1327,4681,1.7680371504148742,4.082494654630341,False
following_lateral_offset,P4,9005,40,4.0,1.0,16.429551740260735,10.324683874318161,0.03759646257493579,4.6961826774945645e-07,999999530.3817323,37.06000000000002,37.05706583754879,3.186560932481468,0.9249829881932566,inf,0,0,0,0,-1,inf,0,-1,0,0,6080,164,0,0,1230,4686,1.7680371504148742,4.082494654630341,False
following_lateral_offset,P0,9006,40,4.0,1.0,13.304141141747806,-23.596282808296678,0.1703641038536584,0.04855011934278192,951449880.6572182,37.990000000000016,37.990000000000016,2.449510155112637,0.38780954286094305,inf,0,0,0,0,-1,inf,4,37,0,4,6080,0,0,0,1655,4425,1.9421800103479252,4.437562231660171,False
following_lateral_offset,P1,9006,40,4.0,1.0,13.304141141747806,-23.596282808296678,0.1703641038536584,0.04855011934278192,951449880.6572182,37.990000000000016,37.990000000000016,2.449510155112637,0.38780954286094305,inf,0,0,0,0,-1,inf,4,37,0,4,6080,0,0,0,1655,4425,1.9421800103479252,4.437562231660171,False
following_lateral_offset,P2,9006,40,4.0,1.0,13.304141141747806,-23.596282808296678,0.1703641038536584,0.04855011934278192,951449880.6572182,37.990000000000016,37.990000000000016,2.449510155112637,0.38780954286094305,inf,0,0,0,0,-1,inf,4,37,0,4,6080,0,0,0,1655,4425,1.9421800103479252,4.437562231660171,False
following_lateral_offset,P3,9006,40,4.0,1.0,13.304141141747806,-23.596282808296678,0.1703641038536584,0.04855011934278192,951449880.6572182,37.990000000000016,37.990000000000016,2.449510155112637,0.38780954286094305,inf,0,0,0,0,-1,inf,4,37,0,4,6080,0,0,0,1655,4425,1.9421800103479252,4.437562231660171,False
