support_bin,n,mae_ms,coverage,violation_rate
<=1m,10369,5.331854566496287,0.8883209566978494,0.0198669109846658
1-5m,1230,7.119512195121951,0.8642276422764228,0.0365853658536585
5-15m,159,9.57861635220126,0.7610062893081762,0.0440251572327044
